country,x1_2012,x2_2012,x9_2012,x11_2012,x12_2012,x14_2012,x15_2012,x16_2012,x18_2012,x19_2012,x21_2012,x25_2012,x29_2012,x31_2012,x35_2012,x36_2012,x37_2012,x38_2012,x45_2012,x47_2012,x48_2012,x49_2012,x58_2012,x67_2012,x68_2012,x69_2012,x86_2012,x100_2012,x121_2012,x125_2012,x126_2012,x129_2012,x131_2012,x132_2012,x134_2012,x139_2012,x140_2012,x142_2012,x143_2012,x146_2012,x149_2012,x150_2012,x153_2012,x154_2012,x155_2012,x156_2012,x157_2012,x161_2012,x162_2012,x163_2012,x167_2012,x169_2012,x171_2012,x172_2012,x173_2012,x174_2012,x179_2012,x187_2012,x190_2012,x191_2012,x192_2012,x195_2012,x204_2012,x205_2012,x211_2012,x212_2012,x213_2012,x218_2012,x219_2012,x220_2012,x221_2012,x222_2012,x223_2012,x242_2012,x243_2012,x244_2012,x253_2012,x255_2012,x258_2012,x261_2012,x268_2012,x274_2012,x275_2012,x277_2012,x283_2012,x284_2012,x9_2013,x11_2013,x12_2013,x14_2013,x15_2013,x16_2013,x18_2013,x19_2013,x21_2013,x25_2013,x29_2013,x31_2013,x35_2013,x36_2013,x41_2013,x42_2013,x45_2013,x47_2013,x48_2013,x49_2013,x58_2013,x86_2013,x100_2013,x121_2013,x125_2013,x126_2013,x129_2013,x131_2013,x132_2013,x134_2013,x139_2013,x140_2013,x142_2013,x143_2013,x146_2013,x149_2013,x150_2013,x153_2013,x154_2013,x155_2013,x156_2013,x157_2013,x161_2013,x162_2013,x167_2013,x169_2013,x171_2013,x172_2013,x173_2013,x174_2013,x187_2013,x190_2013,x191_2013,x192_2013,x204_2013,x211_2013,x213_2013,x216_2013,x218_2013,x219_2013,x220_2013,x221_2013,x222_2013,x223_2013,x242_2013,x243_2013,x244_2013,x255_2013,x258_2013,x261_2013,x267_2013,x268_2013,x274_2013,x275_2013,x283_2013,x284_2013
DOMINICA,92.66676,93.80656593,475551256.6,6633.901885,0.246919001,4.109742925,20402742.64,5,0,0,0.099536842,,,33.33333333,14.42303724,7.822927188,,,8,,,46.47059246,,,,,21.44796575,,33.03196183,,11.85759723,110.68,4.771868321,23152398.15,58.84,485185185.2,-1.256281407,6768.294416,-1.646104555,-3.227580153,398.8904761,5.77010278,84.75429771,51.52671756,,,11,15.3040612,1.356771478,,55.17701416,,,,,,3.693266342,152.4747503,18.7,15.1,20.4,,27.20067192,48.60020065,1616552.222,4.79175771,23248898.52,,95.58,0.395564054,,,,0,12.5,0,0,,31.319,488.2471926,750,,,3.695594579,68.681,0.821908466,476719572.7,6620.64541,0.250560118,4.009336579,19932908.32,5,0,0,0.102537601,,,33.33333333,16.26780743,4.575855802,,0.0166,8,,,49.82353438,,21.35294331,,34.61136696,,14.8146605,110,3.536004751,17915757.41,58.48,506666666.7,0.593723494,7036.548388,0.146671324,0.181542398,417.2184202,5.95064277,80.30091374,48.0994152,,,4.8,14.35598558,-0.046411647,59,,,,,,129.9598628,19.3,15.5,21,26.88785167,1701588.889,23551134.07,100,,96.00666667,0.445404035,,,,0,12.5,0,,31.03,430.5256579,6,750,,,68.97,0.865561139
DOMINICAN REPUBLIC,98,90.5410789,54923052730,5408.454754,0.384763213,5.4073941,3147762427,2,0,0,0.24285804,100.624,58.90448771,48.67549669,6.271187024,2.935426427,28442.05,2303,16.55629139,1.337447409,61000,30.73188527,21.539,16.5,13.1,70.4,10.32333612,6.029,24.41689233,2.539,4.706070215,128.52,5.637253585,3415900000,38.97764901,60595109805,2.629506208,5967.000984,1.336955071,14.39046308,310.3595262,5.41522284,75.12699206,33.0804055,82.9,85.4,62,27.03355162,3.694524905,22.03825273,41.2,39.89498188,76.356,70.068,73.13531707,0.176937089,16.07142126,86.93709732,27.1,23,32.7,-153010,38.7130457,46.62805176,565200000,7.033735913,4262100000,6.272434682,210.1621689,1.267432333,30.79668058,62.93088474,50.11974354,60,20.8,44.1,10.69197218,2067.939493,23.961,23.23970097,48670,80.4,69.811,20.83188968,76.039,2.737967833,55111636730,5360.31998,0.412190074,5.417033341,3163041515,2.519252279,0,0,0.198630509,99.5292,58.51284742,48.67549669,6.290880174,3.746522224,26.06190476,5.473,16.55629139,1.315913231,61000,32.51270316,21.198,11.47102149,6.046,25.43941643,2.51,5.062640328,135.52,2.607130167,1599900000,39.6647351,61366326096,4.777741912,5968.669476,3.48988593,16.08251174,314.5126078,5.39847434,73.85759878,31.17962045,83.3,85.2,60,26.98552885,4.830950967,45.9,39.99116397,76.537,70.256,73.31990244,0.292708451,88.43350015,26.7,22.6,32.2,39.0149835,559000000,4485500000,82.03325457,6.384913428,212.7774834,1.236747555,30.52871747,63.0863691,50.13750062,59.8,20.8,59.7,2042.521802,22.918,20.61974391,1,48670,80.59221,70.06909,77.082,2.599088726
EAST ASIA & PACIFIC (ALL INCOME LEVELS),96.11848926,58.11660689,1.68E13,7522.730327,0.664313316,17.56632209,,2.93671408,1.466326556,,2.511325157,20.3586514,40.74671702,48.67746164,4.077401905,3.410151429,809263269.7,6896781.7,9.551703976,0.674940117,8628630,37.51292005,13.86050138,10.47738496,7.894374391,81.57560613,9.674486298,7.193731597,31.57137787,1.842560204,14.62745892,126.1174581,2.495814949,517000000000,26.23146548,2.06E13,4.306201396,9241.178035,3.614668262,29.48993131,636.6843863,7.139607591,53.43594498,30.94505302,74.63133421,92.36375709,138,32.21775254,3.014899503,1.268165895,40.74677037,43.46231552,76.37082244,72.53455161,74.44456991,0.12173013,23.63772648,91.63285375,16.36320852,9.87713861,19.7855224,-1457489,24.23958035,47.20645905,34983318120,0.350902076,70044075814,8.855897283,91.60188527,0.667408529,19.82258388,71.32151439,49.18094832,29.27692308,17.89071314,6.05,16.89501357,4586.480257,46.18136199,136.4889501,24825058.9,84.79637941,78.20410241,14.12892142,53.81863801,2.570998876,1.69E13,7530.779962,0.718089579,17.78488044,,2.876595658,1.255198589,,2.298799112,20.85339468,41.04125328,48.34595866,4.018288345,3.190794915,10.86799023,1092.3868,9.517931413,0.668636219,8629430,46.73560905,13.73798415,9.944518846,7.231996474,31.66232387,1.839736936,13.19604957,127.6571017,2.832357295,587000000000,26.26616528,2.08E13,4.226740968,9269.879411,3.532578591,29.19036714,617.50145,6.948805647,53.60746737,31.32008725,75.50157112,92.8928592,136,31.96610879,2.909178822,44.4131683,43.45581037,76.52454554,72.69702991,74.6046189,0.116592984,98.30288327,15.53249909,9.34375787,18.75625557,25.53783946,35174041499,75415240820,91.29854229,9.068266814,92.21587583,0.670477241,19.76876293,71.16296149,49.17779615,30.52413793,18.8518013,9.834482759,4555.782502,45.21532719,112.0907079,6.24137931,24825178.3,85.02148886,78.48088679,54.78467281,2.480900208
EAST ASIA & PACIFIC (DEVELOPING ONLY),95.71372465,53.69192024,8.44E12,4236.178983,1.063288288,16.06327693,,2.166683776,2.630661204,,4.052337939,21.54504164,39.53719763,47.94512835,10.34322155,4.232432587,526101395.4,4541090.004,11.24355999,0.638696446,7180730,20.07484022,14.39172689,10.35653767,7.877927997,81.69815415,6.132195688,7.089164416,30.58870036,1.879197498,12.1917558,128.3208392,2.856317964,304000000000,29.6691117,1.06E13,7.451217943,5346.81082,6.690063042,45.15181241,261.3931857,5.090450802,41.87849321,28.19105576,72.00461653,91.61625378,149,43.51907603,3.172085646,1.356550754,36.10945776,43.53553077,75.31165052,71.80389075,73.50340561,0.131272127,34.38774896,88.68071682,17.3,10.4,20.9,-3728059,35.02628141,47.10990906,12024262905,0.538824312,56450222941,7.704775033,125.1568157,0.713426236,20.41258358,71.88263645,48.9841479,11.54736842,18.18850624,8.278947368,19.14550352,4406.727566,50.11781639,5.150001238,16270863,83.88240311,77.31250905,13.67986447,49.88218361,2.937180755,9.31E12,4642.861096,1.062811194,16.6149758,,2.144838649,2.104227282,,3.416826742,22.14447802,39.76423148,48.00274175,10.16250207,3.535753804,10.87547238,949.2618,11.24801439,0.632635405,7181030,22.21809062,14.31827187,6.484501954,7.130633316,29.56633173,1.878638855,11.12170265,130.0231279,3.0790477,361000000000,29.70363658,1.17E13,7.157046818,5846.943959,6.391809512,45.27361754,293.2326678,5.252209655,41.53664114,27.24576846,72.97719151,92.32253943,147,42.40389048,2.997694081,39.39275628,43.50353672,75.46606183,71.95799663,73.65761656,0.125726248,95.71930752,16.4,9.9,19.8,34.56632186,13423018286,62020936272,92.16117697,7.884549153,126.0575773,0.719263361,20.37022102,71.74522011,48.9805132,11.64285714,19.26560218,10.92857143,4375.265857,49.06934121,5.602516054,6,16270863,84.12394233,77.59757501,50.93065879,2.836284651
ECUADOR,97.2,96.17735669,67276074575,4363.053609,0.434221464,13.12616178,11330590428,4.1,8.439269016,7284833320,8.936448757,77.325,57.09823099,30.22588178,9.061708768,0.775396909,4758406.307,54250.92262,4.621919794,0.792938537,58500,41.45346605,21.354,17.8,15.2,67,77.19400189,5.157,30.16480927,2.599,5.445969679,118.9,0.644911279,567035300.9,51.47398937,87924544000,5.641962067,5702.168288,3.982513435,26.37434207,361.170388,6.65796833,60.28836726,31.58630314,82.8,85.9,59,39.58701262,5.10065348,12.41258302,35.13514645,40.10500133,78.289,72.713,75.433,0.207247778,13.58326867,106.2255329,20.1,11.8,23.7,-38001,51.38197863,49.01818848,154012039.7,2.816307995,2476225962,6.295952792,62.08525125,1.583291544,30.04960669,63.65444052,49.98382891,53.5,32.3,0,54.86934827,28690.95631,36.912,22.24457056,256370,84.66851,75.6862,37.03704066,63.088,1.905580796,72830913458,4650.371148,0.432165401,13.19307683,12279787210,4.1,8.093820853,7533526795,8.559326507,76.7488,56.46815226,30.25446932,9.052629793,6.230005599,2.241862568,9.918,4.807537446,0.780772838,58983,40.57754557,21.07,78.5152374,5.145,29.16933128,2.571,6.725512804,115.47,0.772363144,732016206.3,51.15698985,94776170000,4.553575531,6051.611129,2.939212629,26.41116855,431.0726731,7.53599946,59.53089579,31.5206544,83.8,86.4,56,39.15011669,2.738631757,40.35368423,40.21649261,78.483,72.949,75.6485122,0.192323916,105.6444776,19.5,11.4,23,44.97234002,167268211.1,2458803089,70.78362089,6.404546439,63.05891448,1.556097917,29.68468414,63.91076942,49.99185892,70.9,38.7,0,28247.95266,36.702,24.5828702,1,256370,84.91834,76.05383,63.298,1.888408156
"EGYPT, ARAB REP.",100,99.99,220000000000,2570.544001,0.877553497,5.419503219,13893275866,4.4111256,7.801395882,19999424440,8.686560677,54.644,59.47288864,3.712893666,14.46551408,2.907735919,9081175.146,92303,2.841930785,2.93804729,835500,10.80944013,27.983,10.7,4.6,84.7,4.789380208,6.245,17.4293875,3.306,2.835381399,118.37,1.064475573,2797700000,0.071525441,263000000000,2.191846905,3068.193883,-0.042926629,7.965725167,157.7132982,4.8936307,80.67280228,25.84576325,94.7,98.8,17,39.22428705,7.11815562,,26.4,24.06710141,72.97,68.595,70.72914634,0.138519541,15.79573877,119.9164442,22.6,14.3,26.8,-215681,59.58448889,47.87102127,292700000,7.319111381,19236400000,5.043361556,86.0524406,2.211107117,32.25005499,62.70658345,49.50105825,16.4,2,4.3,9.037867173,21.01308716,56.998,3.490507256,1001450,79.30141,69.26216,11.34202878,43.002,2.215756905,228000000000,2600.798294,0.890468957,6.003568224,15883220201,4.4111256,7.065714678,18693266724,7.867190327,53.5396,60.66742868,3.778190768,14.50831603,3.012022096,3794.444444,68.3,2.750514843,2.88366538,835500,11.48293484,28.032,4.787505972,6.189,18.05737752,3.336,3.26149297,118.73,1.541404011,4192200000,0.072128183,272000000000,2.109135828,3104.219707,-0.166985159,7.454514344,151.2641386,5.06063766,80.86465522,24.78183996,94.7,99.1,16,39.1721045,9.42157654,29.4,24.11820757,73.161,68.797,70.92578049,0.134289604,121.507893,21.8,13.8,25.8,57.96896235,354900000,17833100000,100,5.111097143,88.0143744,2.254326174,32.64853415,62.24036871,49.48769949,19.6,,5.3,20.54468315,56.975,3.252908166,2,1001450,79.65522,69.57599,43.025,2.307797051
EL SALVADOR,93.7,79.27968055,21265988578,3502.169396,0.296122491,5.550880952,1257669108,3.2,0,0,1.714126122,66.835,57.97062879,75.86872587,11.92414164,3.456768405,2523296,26622,34.74903475,1.209107462,32300,30.4415956,17.676,14,22.5,63.5,11.00932894,6.718,25.62233346,1.991,,110.32,1.880058304,447709564.2,13.42664093,23813600000,1.880955461,3921.720395,1.595307122,-4.311821816,253.5289814,6.70445412,93.08336413,44.0764941,72.6,91.6,37,27.13208188,1.729577995,41.4706412,20.32138772,41.81793612,76.942,67.746,72.23185366,0.12257345,20.18803913,137.3425261,16,9.2,18.6,-240415,32.39272419,47.7926712,26897278.14,16.42024473,3910251398,7.654465828,293.0614382,0.280768403,29.04262732,63.30290685,52.8803819,83.7,26.2,26.5,64.0470508,2574.0119,34.713,21.40892815,21040,82.91558,65.00756,8.690734853,65.287,1.044947682,21706004776,3564.41276,0.302375023,5.585323793,1292616169,3.2,0,0,1.725271576,66.1952,56.53122968,76.35135135,11.00341947,-0.442101683,13.55086372,2.118,35.23166023,1.191165461,32300,33.14954702,17.476,11.66539766,6.751,26.37150988,1.958,4.485924825,112.51,0.995223985,242345997.4,13.21428571,24350900000,1.847286731,3998.739499,1.556093501,-4.246660288,265.7710897,6.94580058,92.68240599,45.57778152,73.4,92.4,39,27.41553546,0.757824507,23.1093,41.95812113,77.196,68.024,72.49814634,0.116661822,141.8179045,15.4,8.9,18,28.43736459,27678165.54,3971079071,75.85652392,7.819570405,293.9017375,0.286321131,28.29541431,63.88501528,52.94772568,83.3,26.2,27.3,2566.652501,34.225,19.54137221,3,21040,83.18874,65.45039,65.775,1.030995694
EQUATORIAL GUINEA,66,55.06390929,1821040091,2353.589036,0.608829446,8.436822121,953907971.7,1,75.40115936,8525220274,75.45702112,114.331,74.422783,10.12477718,,,316620.85,8201,4.278074866,0.327034614,1320,8.676480454,35.695,58.7,10.1,31.2,5.561846445,11.183,96.77378734,5.011,0.201006117,116.81,11.18758169,2015000000,57.14081996,18011041667,5.760498708,23278.23006,2.642478399,79.6024537,768.9170763,3.43397445,15.5821237,65.19962876,74.9,47.7,144,,6.146775489,3.56426488,13.94318219,44.77475491,58.244,55.601,56.89026829,1.758723752,,68.05374469,74.3,35.1,103.7,20000,16.59376148,49.22795868,,,,2.906443987,27.58392157,2.992522503,39.76159611,57.3319599,48.70775168,0,10,3.9,0,33603.49683,60.537,1.292442186,28050,56.2113,50.80634,15.08555664,39.463,3.312295291,3016849584,3784.867284,0.625818508,8.978375434,963760409.3,1,62.86933242,6748545323,62.91670561,112.0642,73.80464362,10.12477718,,,0.066923077,0.0174,4.278074866,0.316200231,1320,9.941732801,35.362,6.267614157,10.96,92.56473353,4.924,0.4647206,118.16,11.1697385,1914000000,56.72727273,17135584685,-6.512923046,21497.89443,-9.251918165,76.05149585,713.8579651,3.47001759,18.11893522,70.5117467,74.5,47.7,153,,6.353239663,16.4,44.80557279,58.663,55.984,57.29082927,1.730782448,67.47338887,72.2,34.4,100.3,19.21347632,,,58.59892343,2.8714737,28.41647059,2.973587624,39.59266424,57.53586206,48.72033241,0,12.1,4.7,32618.97772,60.397,1.254576066,6,28050,56.54252,51.16352,39.603,3.327494371
ERITREA,36.0768,36.13268733,2206668586,451.0554968,0.181340857,9.408167645,290341547.2,1.7,0,0,18.57109379,61.01,82.08434213,75.16831683,,,,,6.831683168,8.484105811,201750,,35.502,51.8,11.5,36.7,,7.052,,4.444,0.003017491,111.35,,41358136.65,15.08118812,,,,,,15.01625881,2.97750581,,,15.3,57.5,107,,,7.755835447,0.8,47.85683287,64.872,60.524,62.64497561,2.622665027,,4.979397878,37,19.6,51.6,-160001,53.51893327,44.82968903,,,,2.46785057,48.4379505,2.120862601,42.61254523,54.9196042,49.97648313,0,22,0,0.557103064,572.335782,78.648,,117600,63.28119,53.26802,3.752451577,21.352,4.002494996,2524661316,505.0510513,0.169186826,9.432692012,324248164.9,1.7,0,0,16.59275396,58.3406,82.68111795,75.16831683,,,20.78571429,0.582,6.831683168,8.30921225,201750,,34.8,,6.813,,4.363,0.002305335,110.65,,43858858.13,15.03762376,,,,,,16.50864578,3.03567373,,,15.4,57.6,95,,,0.9,47.83050278,65.388,61.073,63.17787805,2.56060585,5.602975462,36,19.2,49.7,54.59768134,,,100,2.538076956,49.49330693,2.15538393,42.72172815,54.74019489,49.95198871,0,22,0,560.131743,78.235,,0,117600,63.9921,53.97915,21.765,4.071116978
ESTONIA,100,88.33654895,18266479512,13810.0361,0.894502673,15.23343308,3314116101,4.8,0.365189748,79449013.04,0.804151381,16.131,50.33694354,22.55248879,3.982804456,15.13993819,914519,26778,14.64968153,0.831703676,5750,83.75310964,10.6,2.3,5.3,92.4,16.05118482,11.7,86.58171735,1.56,27.07723559,128.15,7.728636832,1788040739,52.68223638,23135266649,5.182578141,17490.99313,5.559747927,29.04854651,994.2025079,5.87202242,52.58566158,85.60332289,97.2,99.5,24,28.82819317,3.934921578,4.917695797,78.38992593,49.12143163,81.5,71.4,76.32682927,0.015222867,16.0921482,160.4107755,2.9,2,3.8,-11850,18.15297809,48.62287903,113206582.2,1.991948391,460842571.8,18.05942419,31.20301958,-0.357944411,15.42332558,66.51725023,53.34468747,33.4,20.8,0,12.34227459,9609.161894,32.165,668.3319523,45230,89.13391,71.43646,23.24414407,67.835,-0.549393,20323761164,15420.18773,0.835863648,15.47096818,3754213752,4.8,0.320517716,77777421.7,0.775606175,14.8994,51.28905918,22.78839349,3.503507105,-6.665921038,14.13060582,1.796,14.90917669,0.833690975,5750,79.68080773,10.3,13.97118235,11.6,86.77459985,1.56,28.04021904,133.76,3.46032735,873621501.1,52.67280019,25246787742,1.567795821,19155.42125,1.929911268,29.8178003,1071.605128,5.72360519,51.44253044,84.55712246,97.2,99.6,22,28.936258,2.788496796,79.4,49.09221927,81.7,71.4,76.42439024,0.015340238,159.6607033,2.7,1.8,3.5,18.88714299,100296071.6,567629079.2,32.18744101,18.30407939,31.09216796,-0.355891803,15.59728798,66.09863263,53.29676906,33.7,20.8,0,9643.42104,32.279,752.6572519,7,45230,89.23938,71.80676,67.721,-0.524078589
ETHIOPIA,26.56256,2.191233635,33249981783,360.66325,0.189085897,8.043821603,3476099620,2.9,0.001616788,698687.408,15.01450496,67.135,87.56917349,36.488,47.98313014,4.922098732,5001121.865,62136,15.346,0.315071385,138000,0.463300214,33.456,59.5,10,30.5,2.945128333,7.9,13.76728917,4.642,0.009304597,147.02,0.643172898,278562822.2,12.3772,43310721414,8.647811635,469.7923039,5.89893083,19.23464515,22.26486955,4.89561068,72.46316613,31.63060598,24.3,51.6,239,10.25682589,22.77046088,8.052454961,1.482810139,47.22486266,64.661,61.015,62.79353659,2.10799297,3.701821084,22.37451927,46.2,30.4,67.7,-60001,35.66433903,47.62088013,19882145.4,1.441584553,624360669.9,3.380265826,92.191211,2.562640856,43.3060696,53.31366457,50.09130968,0,27.8,0.1,99.40298507,1323.33656,81.84,0.195246378,1104300,66.03592,59.138,18.40993546,18.16,4.930768184,37026656218,391.5745867,0.195269884,7.923791407,3757299252,2.9,0.001314717,623412.0289,13.99046649,63.6274,85.58038752,36.259,44.89672031,7.098457638,4.555737705,5.558,15.119,0.304278956,138000,,32.925,,7.643,12.48407752,4.517,0.252991591,147.46,2.000075086,953000000,12.4178,47648211133,10.58227004,503.9026066,7.813966748,17.57748231,24.51864915,5.06266857,73.46704401,28.98771352,25.5,53.5,224,11.91514563,8.078472326,1.9,47.26566331,65.366,61.61,63.44219512,1.89363187,27.25468539,44.5,29.3,64.6,35.38248128,,,95.92155747,3.418572955,94.558374,2.535255744,42.69642264,53.88500441,50.08992329,0,27.8,0.1,1290.208311,81.41,0.169207647,3,1104300,66.95388,59.94692,18.59,4.875499663
EURO AREA,100,99.89289037,1.05E13,31099.82406,0.186622734,17.68806169,,4.744811641,0.101242215,,0.1241017,8.61057818,52.20901093,44.60546633,1.69309907,-3.848756297,437876149.5,4311417.622,24.58473727,0.946422645,1536150,85.05810061,9.998519793,5.035657963,4.631451819,90.28601628,31.99235017,9.700107745,42.75035907,1.547772038,29.96080601,98.87467641,4.215109837,533000000000,38.00657833,1.26E13,-0.859378713,37586.59349,-0.63255663,22.53678425,3856.529762,10.61894944,56.46963043,40.20888541,98.90699876,99.91769282,,24.81110022,2.485675087,1.063977187,74.08163408,45.39162592,84.15707184,78.61137773,81.31211954,0.009819316,16.11653966,120.6252695,3.483267301,2.455895826,4.21024507,1575613,14.03328721,48.59077072,76367310531,0.60163517,76023927950,18.99369213,125.5430062,-0.228265995,15.2742757,65.73203217,51.13782579,44.83157895,27.43124277,21.16842105,24.27730958,3000.719993,24.72026608,688.9567116,2758796,92.30511677,85.28231699,26.5099296,75.27973392,0.07383396,1.09E13,32236.26487,0.183016469,17.78279471,,4.746016624,0.098399564,,0.119195729,8.236042083,52.89262634,44.54255499,1.728268552,3.547117545,18.74991388,189.1511,24.51120884,0.933500989,1518650,85.22538072,9.710991671,29.57810994,9.667815018,42.92871496,1.546781981,30.95089885,102.1708271,3.953569794,521000000000,38.09404292,1.32E13,-0.296106865,39102.89207,-0.619624348,22.73555778,4017.776766,10.62185996,56.19068185,39.65589003,98.91924238,99.92729342,,24.47968098,1.374906203,75.81072732,45.45716521,84.18750449,78.70196357,81.37319674,0.009847375,121.7574566,3.45272818,2.405483302,4.152791382,13.79546124,83878413633,82110563639,85.88444733,19.3325358,125.9536675,0.325534575,15.22563951,65.44182469,51.143298,45.56842105,29.76724337,22.46842105,2990.983308,24.5106877,662.5071737,4.842105263,2758812,92.4195871,85.60025855,75.4893123,0.604840999
EUROPE & CENTRAL ASIA (ALL INCOME LEVELS),100,96.41841788,1.82E13,20305.94815,0.310007906,15.17936187,,4.711389085,1.786940855,,1.927257665,19.84735707,48.23042547,29.48474613,2.010446927,-3.331786108,749916268.9,7300522.983,12.25505215,1.165781053,5032780,58.77253266,12.55420945,5.616045683,5.903279258,88.466277,24.22538584,10.08323113,41.47871196,1.731325329,21.94822272,105.8179335,3.513363874,772000000000,37.98392902,2.2E13,0.019451126,24589.60065,-0.189394919,22.28205762,2265.616303,9.524034378,57.25028808,39.29805974,92.78750836,97.94646021,42,25.54092775,2.773338541,3.133099448,63.89755768,45.24386344,80.12684152,73.25541738,76.56936788,0.030896514,15.275526,122.5181179,10.8915831,6.701952597,12.67720333,5547385,16.87752334,48.61565018,162000000000,0.670510197,147000000000,14.96800615,32.61442353,0.209242339,17.46770147,67.56429238,51.63278266,42.41666667,23.75255244,15.30416667,24.31645889,7927.906378,29.67705461,470.2241085,28460395,87.39825001,74.47353978,12.31924298,70.32294539,0.442723267,1.89E13,21069.69293,0.309244478,15.24686196,,4.7104411,1.624519328,,1.746175535,18.9351836,48.7839694,29.55668647,2.027012252,4.256835592,7.395918499,523.2057,12.33992727,1.10637572,4797650,57.21664976,12.35133847,24.30558157,9.99042771,41.55495074,1.725756694,22.98390021,110.5258209,2.868008278,657000000000,38.00190063,2.29E13,0.566389515,25532.88118,0.132923057,22.30192016,2352.008997,9.517687349,57.22677266,38.93309222,92.8984019,98.42703207,40,25.26501296,1.604392981,66.3437911,45.2476345,80.27113304,73.54303944,76.78973192,0.030526958,125.2369912,10.47326314,6.439568333,12.19380359,17.03635154,179000000000,159000000000,84.98319194,15.16128057,32.75563392,0.432891046,17.52626751,67.31245192,51.62646116,45.52244898,24.67533495,15.76734694,7893.758706,29.50721315,435.6280687,5.510204082,28460411,87.53590238,74.76865994,70.4927867,0.674880492
EUROPE & CENTRAL ASIA (DEVELOPING ONLY),100,88.76351753,1.48E12,5698.85283,0.847324722,8.314217852,,3.514065822,4.188103228,,4.794835243,29.84082236,47.36684637,67.6757591,8.669417009,-2.127905674,87909967.43,780121.8202,19.01877623,1.416273262,1626180,46.18333744,16.16942993,6.347302872,6.11824899,87.54002901,21.95876208,9.089150647,35.25799633,1.996662998,10.31560076,119.8441559,3.170342812,55505289832,10.24290194,1.75E12,2.10060693,6719.634034,1.408232842,17.64281888,384.6430838,5.736541654,66.94246788,40.11788325,92.98973349,95.15109046,71,29.1141373,2.954568298,3.883347922,41.5647533,42.20978726,76.15137746,68.48916768,72.20712626,0.057196347,16.97083264,108.8563761,19.9,11.9,23,1003278,29.02118709,48.44852829,9184377417,2.251953092,37481924523,9.975251346,41.71170584,0.682759248,22.09474201,67.93000664,51.53559968,25.43157895,17.85744804,17.17368421,20.69359932,2810.31541,40.50773234,52.41948383,6385618,83.41445321,67.63991245,4.890617149,59.49226766,1.038975111,1.6E12,6102.856064,0.840295407,8.253701765,,3.509794779,3.808498123,,4.328838465,28.81204604,47.37850239,67.6370342,8.533873028,7.734830171,31.13444243,226.0089,19.04531961,1.315868253,1526580,47.7618989,16.11672902,21.94937966,8.970135407,33.54266283,1.977569516,10.9523604,127.8746041,2.569938163,48305706378,10.28186011,1.88E12,3.847839044,7162.83449,3.107235917,16.2872838,412.5993381,5.860142931,68.28704763,39.11948331,93.22279314,96.44515675,67,28.42259325,2.784383849,44.49343739,42.17467653,76.37836585,68.75520819,72.45646107,0.055526143,111.5915022,19.2,11.5,22.1,29.69254475,10319584610,40954390065,96.15053647,9.967920901,42.011106,0.718284337,22.1083258,67.92375329,51.53544014,28.4,18.12446563,17.85789474,2790.231444,40.29608721,33.9066032,6.052631579,6385618,83.59561693,67.93098016,59.70391279,1.076610105
